// Reference=MNI

// 10388802-1
// Subjects=20
54.0	-18.0	51.0
-41.0	-71.0	40.0
41.0	-70.0	-12.0
-41.0	-61.0	-14.0
-41.0	46.0	-11.0
48.0	-50.0	0.0
-35.0	13.0	-21.0
-35.0	43.0	-17.0
4.0	-6.0	-12.0
50.0	-50.0	-6.0
18.0	-3.0	-17.0
-56.0	-54.0	25.0
21.0	-12.0	-22.0
35.0	39.0	17.0
-30.0	-9.0	61.0
27.0	10.0	7.0
-37.0	-60.0	-4.0
-27.0	-6.0	-15.0
-14.0	-5.0	50.0
-33.0	-36.0	43.0
-30.0	37.0	42.0
-39.0	-41.0	57.0
45.0	-9.0	53.0
-34.0	-16.0	56.0
-51.0	-21.0	50.0
-34.0	-35.0	45.0
15.0	-91.0	-1.0
-1.0	-31.0	24.0
-28.0	-12.0	-12.0
-9.0	-50.0	44.0
-60.0	-21.0	-17.0
24.0	9.0	9.0
-44.0	48.0	-13.0
62.0	-43.0	10.0
47.0	-49.0	0.0
62.0	0.0	-10.0
45.0	12.0	-33.0
50.0	-1.0	-22.0
-30.0	-8.0	60.0
-51.0	-22.0	17.0
20.0	0.0	-18.0
-35.0	-26.0	59.0
-53.0	-20.0	18.0
-36.0	-65.0	42.0
18.0	-97.0	-1.0
-43.0	3.0	-11.0
-12.0	34.0	-7.0
27.0	-5.0	8.0
53.0	20.0	7.0
-7.0	34.0	-11.0
-41.0	2.0	-10.0
36.0	13.0	9.0
35.0	6.0	11.0
18.0	-24.0	38.0
45.0	-39.0	32.0
-59.0	-21.0	-16.0
50.0	-50.0	-5.0
5.0	-3.0	-9.0
-15.0	48.0	36.0
44.0	-24.0	27.0
47.0	-51.0	22.0
50.0	-50.0	0.0
24.0	9.0	13.0
-32.0	-42.0	26.0
-21.0	-6.0	-18.0
29.0	33.0	29.0
51.0	0.0	-21.0
25.0	-5.0	8.0
-10.0	-48.0	46.0
-27.0	36.0	41.0
58.0	-1.0	-15.0
61.0	-42.0	10.0
22.0	-14.0	-24.0
24.0	0.0	-12.0
42.0	-12.0	37.0
-27.0	-12.0	-22.0
44.0	12.0	-33.0
-24.0	-84.0	-7.0
18.0	-24.0	37.0
39.0	36.0	14.0
-56.0	-6.0	-21.0
36.0	39.0	21.0
44.0	-38.0	32.0
39.0	36.0	18.0
52.0	-5.0	44.0
-55.0	-21.0	-22.0
15.0	-2.0	-20.0
50.0	-49.0	-4.0
38.0	-70.0	-6.0
-50.0	7.0	18.0
18.0	-24.0	-7.0
55.0	21.0	7.0
18.0	-24.0	-4.0
-24.0	-84.0	-6.0
